source,target,label,title_overlap,abstract_overlap,title_cosine,abstract_cosine,jaccard_similarity,preferential_attachment,adamic_adar,common_neighbors,community_resource_allocation,same_cluster
4570,1947,1,2,26,0.2196208588468665,0.15198273764460368,0.0,1612,0.0,0,0.0,1
5303,3957,1,3,21,0.3950045892811668,0.13260341552005975,0.0,18,0.0,0,0.0,1
3795,3072,1,0,19,0.0,0.13095499518574552,0.0,2860,0.0,0,0.0,1
5355,4803,1,0,14,0.0,0.05604408635401294,0.0,4896,0.0,0,0.0,1
4388,6055,1,1,30,0.024531920877478748,0.42116421472531357,0.0,735,0.0,0,0.0,1
2924,522,1,3,28,0.2859258472287223,0.24363426092696705,0.0,26,0.0,0,0.0,0
5588,1878,1,0,17,0.0,0.08818655262507515,0.0,1323,0.0,0,0.0,0
4094,4917,1,0,20,0.0,0.06417857821359901,0.0,585,0.0,0,0.0,1
814,2216,1,0,19,0.0,0.11008449692262245,0.0,20,0.0,0,0.0,0
6327,1421,1,0,18,0.0,0.10163636434566244,0.0,80,0.0,0,0.0,0
3129,6520,1,1,16,0.0642576185165388,0.0986387536536686,0.0,1450,0.0,0,0.0,0
455,4379,1,0,23,0.0,0.13686750812405674,0.0,205,0.0,0,0.0,1
5514,2007,1,0,18,0.0,0.08767081084791152,0.0,798,0.0,0,0.0,1
114,6342,1,1,25,0.14946666388491484,0.11746396377086683,0.0,260,0.0,0,0.0,1
5903,3133,1,1,33,0.22898623317835912,0.2735042849510661,0.3333333333333333,18,0.41956159071411836,2,0.0022222222222222222,1
3389,6178,1,1,31,0.05572168637798029,0.18059098832202045,0.0,253,0.0,0,0.0,1
6069,6033,1,0,26,0.0,0.122408129551294,0.0,3348,0.0,0,0.0,0
932,4413,1,1,25,0.23962002306215105,0.3488821451787183,0.0,324,0.0,0,0.0,1
2810,1455,1,0,30,0.0,0.32647129161959804,0.0,210,0.0,0,0.0,1
3593,4846,1,0,20,0.21496953900301163,0.11064047512372835,0.0,584,0.0,0,0.0,0
6390,368,1,0,24,0.0,0.11479381981143083,0.0,80,0.0,0,0.0,1
4303,6488,1,0,22,0.0,0.08507598988949491,0.0,144,0.0,0,0.0,1
4162,4395,1,0,21,0.0,0.09259415895711269,0.0,184,0.0,0,0.0,1
576,2181,1,2,23,0.038061667279607365,0.15562345010746045,0.0,44,0.0,0,0.0,1
5025,639,1,0,30,0.08642122236744415,0.13633305473363555,0.041666666666666664,154,0.5581106265512472,1,0.005747126436781609,1
2608,1817,1,1,22,0.1820685729194532,0.4002537140211419,0.0,70,0.0,0,0.0,0
2254,6520,1,0,18,0.0,0.07120518122926824,0.0,522,0.0,0,0.0,0
3549,3760,1,1,24,0.03568185317268136,0.054493131897470265,0.0,132,0.0,0,0.0,0
2654,3222,1,1,30,0.12581254104470949,0.1747830157955152,0.0,108,0.0,0,0.0,1
6364,3438,1,0,26,0.0,0.11600484208183004,0.0,165,0.0,0,0.0,1
2349,3899,1,1,23,0.0264948364707473,0.047124208354413825,0.0,4760,0.0,0,0.0,1
3126,1642,1,2,26,0.18727068982723896,0.10799948413241481,0.0,26,0.0,0,0.0,1
698,4696,1,0,19,0.0,0.042575026977665895,0.0,6422,0.0,0,0.0,1
5007,3178,1,0,21,0.0,0.10827523388444134,0.0,374,0.0,0,0.0,1
5710,551,1,1,18,0.09782467990403515,0.17135755496101585,0.0,3,0.0,0,0.0,1
4749,6112,1,3,42,0.23335415123494815,0.2667432148728557,0.06666666666666667,204,0.22509081678177853,1,0.00040567951318458417,1
1374,3953,1,0,27,0.0,0.13703132871268328,0.0,544,0.0,0,0.0,0
1585,1840,1,1,17,0.04834703762385968,0.0645020507821952,0.0,84,0.0,0,0.0,1
4903,4621,1,1,28,0.18514998991780607,0.3342455291093084,0.0,99,0.0,0,0.0,1
2491,4947,1,4,30,0.22529527577886715,0.2327010243096314,0.16666666666666666,1472,2.45468424282473,7,0.005902553329023918,1
1614,6465,1,0,29,0.0,0.16328089734941076,0.0,300,0.0,0,0.0,0
4329,5380,1,0,15,0.0,0.07431730428539032,0.0,36,0.0,0,0.0,0
5604,2905,1,2,30,0.3890727125239718,0.2286797711784459,0.0,48,0.0,0,0.0,0
29,6065,1,1,18,0.07381789081498663,0.05321801131536993,0.09259259259259259,468,1.2710722474677112,5,0.001969314403803524,1
3111,2564,1,0,13,0.0,0.07234184466468274,0.0,864,0.0,0,0.0,1
5600,361,1,2,34,0.14769013364933126,0.14066138209156398,0.0,112,0.0,0,0.0,1
1398,1733,1,0,28,0.0,0.20869658702733423,0.0,105,0.0,0,0.0,1
3628,1774,1,3,25,0.05953110767135098,0.08114346234408738,0.0,200,0.0,0,0.0,1
4069,3560,1,0,16,0.0,0.094151334297606,0.0,147,0.0,0,0.0,1
468,1267,1,0,20,0.0,0.049603799015901534,0.0,320,0.0,0,0.0,0
197,6335,1,3,33,0.08651937702447776,0.12899564709851025,0.25,8,0.16895048713841182,1,0.00044802867383512545,1
2715,4803,1,2,16,0.10184043013514124,0.06761902097360709,0.0,1632,0.0,0,0.0,1
5588,5672,1,2,22,0.03360912199585542,0.10034616082954327,0.17391304347826086,378,1.1549335855641032,4,0.003416528820504779,1
4839,696,1,4,28,0.2887359562699695,0.14068841589159437,0.0,40,0.0,0,0.0,1
3097,4797,1,1,20,0.03127273603298571,0.03393293262714353,0.0,165,0.0,0,0.0,0
1005,5344,1,2,19,0.06864603268068306,0.05671889053322879,0.0,504,0.0,0,0.0,1
6089,3167,1,0,12,0.0,0.13385587325848017,0.0,102,0.0,0,0.0,1
1404,4846,1,0,15,0.0,0.02814886925221626,0.0,2044,0.0,0,0.0,0
1384,1972,1,2,26,0.2758673216045937,0.22560366117084266,0.0,741,0.0,0,0.0,1
993,3514,1,1,18,0.05776201363646311,0.19948599718820154,0.08333333333333333,2409,1.0191997013069862,3,0.001509178817916236,1
5722,645,1,1,29,0.2859381037995636,0.17304083193867695,0.0,412,0.0,0,0.0,0
4508,485,1,0,21,0.0,0.08753933624740358,0.0,2352,0.0,0,0.0,1
1318,1193,1,1,21,0.021982341090150983,0.11412285164146894,0.0,407,0.0,0,0.0,1
878,6475,1,1,24,0.8074746398346334,0.24580085867952436,0.0,44,0.0,0,0.0,1
4678,1094,1,0,24,0.0,0.132784580405285,0.0,198,0.0,0,0.0,1
3060,5189,1,1,23,0.06301419664614775,0.23205690146705915,0.0,85,0.0,0,0.0,1
1778,3056,1,2,12,0.04383364414585485,0.05253309248526712,0.0,9867,0.0,0,0.0,1
4145,1681,1,1,17,0.11180541571968838,0.06724314109288179,0.0,112,0.0,0,0.0,0
3739,1039,1,0,13,0.0,0.0590852831466436,0.0,286,0.0,0,0.0,1
2308,4784,1,0,25,0.0,0.1716909072410353,0.0,196,0.0,0,0.0,1
468,943,1,1,26,0.04738595790154658,0.08012834910993025,0.0,980,0.0,0,0.0,0
5340,4638,1,0,22,0.0,0.0876121075853837,0.0,84,0.0,0,0.0,1
5479,3903,1,0,24,0.0,0.07795190141219183,0.0,425,0.0,0,0.0,1
5215,1534,1,0,27,0.0,0.07746159268056096,0.0,2800,0.0,0,0.0,1
1326,4846,1,0,19,0.0,0.07075568791861463,0.0,1314,0.0,0,0.0,0
2865,3621,1,3,32,0.06250258533480361,0.1558019313178434,0.0,8208,0.0,0,0.0,1
3649,2539,1,0,20,0.0,0.0824967399766916,0.0,460,0.0,0,0.0,1
4379,4826,1,2,25,0.06958528662279126,0.09115783722580369,0.1111111111111111,328,0.2148707605483044,1,0.00019436345966958212,1
2003,3532,1,0,24,0.0,0.04455465745835251,0.0,266,0.0,0,0.0,0
3521,1700,1,1,25,0.060963495315018996,0.13955719552892787,0.029411764705882353,203,0.3284587387530511,1,0.0013227513227513227,1
3321,453,1,0,26,0.0,0.10573728237961888,0.0,918,0.0,0,0.0,1
2871,2395,1,0,22,0.0,0.03180826112628306,0.0,280,0.0,0,0.0,0
5863,3514,1,4,22,0.24176773737472976,0.1023190535813785,0.0,438,0.0,0,0.0,1
5692,4382,1,0,14,0.0,0.1024030542943053,0.0,50,0.0,0,0.0,1
2684,2157,1,0,24,0.0,0.15840457511821404,0.07692307692307693,1008,0.43051262051575356,2,0.0002647575111343227,1
2983,5588,1,0,28,0.0,0.0801508711833321,0.0,459,0.0,0,0.0,1
5552,1836,1,0,19,0.0,0.07643489997535796,0.0,7056,0.0,0,0.0,0
5184,2010,1,1,36,0.05831048852974038,0.12371699604829411,0.1111111111111111,32,0.3898712452512801,1,0.00641025641025641,1
4162,5383,1,0,23,0.0,0.14119807512102073,0.0,506,0.0,0,0.0,0
134,3927,1,1,34,0.015471433920795325,0.09781513877872237,0.0,1015,0.0,0,0.0,1
6422,3193,1,0,17,0.0,0.1651391953146766,0.0,64,0.0,0,0.0,1
3970,3962,1,1,29,0.09293106544718198,0.11183462037552498,0.0,108,0.0,0,0.0,0
2212,3943,1,0,12,0.0,0.05479826835540487,0.0,513,0.0,0,0.0,1
5793,554,1,1,28,0.08839856540887545,0.06317269023766449,0.0,143,0.0,0,0.0,1
4692,2877,1,0,27,0.0,0.05976235158269083,0.0,3154,0.0,0,0.0,0
993,1869,1,0,19,0.0,0.08565282490603462,0.0,231,0.0,0,0.0,1
3574,4076,1,0,22,0.0,0.062287493513932424,0.0,3250,0.0,0,0.0,1
1375,4088,1,0,30,0.0,0.1863927990300584,0.0,20,0.0,0,0.0,1
773,840,1,0,17,0.0,0.1418620436104951,0.0,216,0.0,0,0.0,1
2351,4237,1,0,18,0.0,0.173862025446351,0.0,12,0.0,0,0.0,1
320,2978,1,0,28,0.0,0.21124690248197087,0.0,20,0.0,0,0.0,0
99,3799,1,2,25,0.4221673215700913,0.34108961764232626,0.0,66,0.0,0,0.0,1
852,938,1,0,20,0.0,0.038729870231696786,0.0,1239,0.0,0,0.0,1
2550,1549,1,2,24,0.08657589853112253,0.07044843924460945,0.0,627,0.0,0,0.0,1
3373,5661,1,1,31,0.06034905219520393,0.12302289929947943,0.06870229007633588,2808,2.5106958017767815,9,0.002056328010461268,1
6451,1335,1,0,15,0.0,0.02987085551777456,0.0,670,0.0,0,0.0,1
2550,1485,1,0,17,0.0,0.09814208036108293,0.0,1995,0.0,0,0.0,0
5933,1201,1,1,20,0.1939525692252071,0.050096971753729284,0.0,300,0.0,0,0.0,0
3971,2461,1,0,20,0.0,0.05300032161251978,0.0,576,0.0,0,0.0,0
5494,6033,1,1,33,0.08658523359319893,0.08597717862852573,0.0,1116,0.0,0,0.0,1
4602,1362,1,0,27,0.0,0.17896604910687772,0.0,3,0.0,0,0.0,1
2825,5457,1,3,17,0.15067020384382,0.1557690174999393,0.0,20,0.0,0,0.0,1
2546,4803,1,1,13,0.0,0.0325095138681414,0.0,5610,0.0,0,0.0,0
1883,193,1,2,32,0.03485570872338061,0.16577059001554995,0.0,270,0.0,0,0.0,1
6235,633,1,1,19,0.09452834622948977,0.05960266955861529,0.0,9,0.0,0,0.0,1
4716,5486,1,2,28,0.2514324655142658,0.30036437086608114,0.0,1539,0.0,0,0.0,1
3371,4695,1,4,22,0.22756545435294587,0.3742238501552836,0.0,5,0.0,0,0.0,1
5015,866,1,1,17,0.05634363272166293,0.04827195509705546,0.0,1166,0.0,0,0.0,0
3399,1350,1,1,23,0.22837856713385435,0.1443138875788757,0.0,200,0.0,0,0.0,1
1962,3495,1,2,22,0.22067248534874234,0.14369259446014623,0.0,378,0.0,0,0.0,1
2706,703,1,0,15,0.0,0.06917058429702316,0.0,620,0.0,0,0.0,1
5330,4751,1,2,22,0.17383575189977446,0.08241544045987005,0.16666666666666666,650,0.47673926891742247,2,0.0005151549211344648,1
1393,2439,1,0,21,0.0,0.1274180956692581,0.0,444,0.0,0,0.0,1
5408,6491,1,1,25,0.01326091073217293,0.09480982756695434,0.0,204,0.0,0,0.0,1
1243,6055,1,1,25,0.02093545283876645,0.058727795704128546,0.0,1960,0.0,0,0.0,1
885,4601,1,2,29,0.1362402605630413,0.24461958104869466,0.0,391,0.0,0,0.0,1
68,6033,1,0,33,0.0,0.1219037173242332,0.0,1116,0.0,0,0.0,0
5622,4068,1,0,25,0.0,0.07304767816817496,0.0,224,0.0,0,0.0,0
2021,2084,1,1,29,0.10847096341485372,0.13920370587043973,0.0,112,0.0,0,0.0,1
5314,3056,1,1,17,0.024544557355945414,0.0504717389103763,0.0,15180,0.0,0,0.0,0
4375,3505,1,2,26,0.14899167134228547,0.16527638655183824,0.0,21,0.0,0,0.0,1
3861,1155,1,0,19,0.0,0.08193691004366661,0.0,240,0.0,0,0.0,1
437,4483,1,0,26,0.0,0.07554373051361686,0.0,528,0.0,0,0.0,1
3831,2158,1,0,29,0.0259931955175682,0.1619017760902263,0.0,2400,0.0,0,0.0,0
6022,4951,1,1,21,0.1346850433576418,0.12237781631752505,0.0,354,0.0,0,0.0,0
5615,5556,1,0,23,0.0,0.1328081442620585,0.0,217,0.0,0,0.0,1
3834,5650,1,0,20,0.0,0.15730739042315345,0.0,342,0.0,0,0.0,1
6064,2740,1,0,19,0.0,0.18760575416265649,0.0,544,0.0,0,0.0,1
900,5215,1,1,29,0.13093009324363664,0.11483710648080786,0.041666666666666664,630,0.7556772681680302,3,0.0009660445956538417,1
3107,4846,1,0,17,0.0,0.05858350281059654,0.0,876,0.0,0,0.0,0
1920,6345,1,2,23,0.1169446861286282,0.06357699923360131,0.0,392,0.0,0,0.0,1
4049,3082,1,0,30,0.0,0.2205144721956462,0.0,33,0.0,0,0.0,1
2074,4634,1,2,13,0.06251697906649632,0.04554851248256965,0.0,156,0.0,0,0.0,1
47,32,1,0,28,0.0,0.1530176042438292,0.0,795,0.0,0,0.0,1
4594,6224,1,2,20,0.14472304548654474,0.09026697813134342,0.047619047619047616,1980,0.2749075777424936,1,0.00023496240601503758,1
252,1878,1,0,15,0.0,0.08391037609209072,0.0,2450,0.0,0,0.0,0
1421,150,1,1,34,0.06913982194551818,0.11015592327609687,0.0,24,0.0,0,0.0,0
4347,2301,1,0,20,0.0,0.12784017247670038,0.0,88,0.0,0,0.0,1
4435,63,1,0,17,0.0,0.06025630493029063,0.0,36,0.0,0,0.0,1
4739,6146,1,3,25,0.37773522017358485,0.18185955631643608,0.1111111111111111,112,0.19493562262564004,1,0.00026896180742334586,0
2646,1878,1,0,19,0.0,0.05584110667017366,0.0,392,0.0,0,0.0,1
3349,2027,1,3,33,0.21255578994667185,0.2519555114698764,0.0,108,0.0,0,0.0,1
541,1131,1,1,32,0.15033265038812268,0.15475647274774337,0.0,161,0.0,0,0.0,1
965,1947,1,0,22,0.0,0.12971447793915034,0.0,744,0.0,0,0.0,1
629,2438,1,0,38,0.0,0.20055866952444742,0.0,32,0.0,0,0.0,0
4895,413,1,1,22,0.04980502593841642,0.1293281001431484,0.0,144,0.0,0,0.0,1
506,6031,1,0,23,0.023784688528108687,0.17717808973498567,0.0,1296,0.0,0,0.0,1
3019,3056,1,0,26,0.0,0.09030767983583178,0.0,2277,0.0,0,0.0,1
1144,6505,1,0,26,0.0,0.11029173503953506,0.0,218,0.0,0,0.0,1
4049,5614,1,0,21,0.0,0.2015337733992968,0.0,22,0.0,0,0.0,1
4608,6033,1,1,26,0.057149047370040444,0.05393029410426152,0.0,1488,0.0,0,0.0,0
3787,4227,1,1,17,0.13432613342125121,0.07397511343405193,0.0,153,0.0,0,0.0,1
1929,4157,1,0,23,0.0,0.0403288728530834,0.0,96,0.0,0,0.0,0
3544,6505,1,1,24,0.03820650404112754,0.17746056964628387,0.0,2071,0.0,0,0.0,1
1097,3490,1,4,24,0.4081876621782503,0.14420636294449907,0.08333333333333333,120,0.2769378934088574,1,0.0012285012285012285,1
557,3783,1,2,21,0.06276984985831574,0.12403526527141222,0.1111111111111111,243,0.5791569417760367,2,0.001763668430335097,1
2648,3495,1,2,30,0.14051475755558543,0.1730495755447748,0.0,306,0.0,0,0.0,1
2109,4526,1,0,19,0.0,0.08417850330091563,0.0,64,0.0,0,0.0,0
1788,3621,1,0,30,0.09919222972762762,0.20981324811234514,0.0,1824,0.0,0,0.0,1
2236,4846,1,0,15,0.0,0.02842867064929309,0.0,3504,0.0,0,0.0,0
5541,962,1,0,19,0.0,0.11410913267911965,0.0,1200,0.0,0,0.0,1
5763,3740,1,0,25,0.0,0.07789481908966267,0.0,145,0.0,0,0.0,0
5874,1034,1,0,34,0.0,0.07652425650181684,0.0,20,0.0,0,0.0,0
4753,3406,1,0,33,0.0,0.1932895482037236,0.23076923076923078,224,0.5913068930769074,3,0.0006804831120868353,1
3941,4309,1,1,23,0.014163949852359446,0.10453990451489321,0.0,87,0.0,0,0.0,1
1153,3018,1,2,44,0.10045197048829815,0.13547911434500481,0.1,35,0.23459420572161058,1,0.0011737089201877935,1
698,4548,1,0,28,0.0,0.21013080183502963,0.0,1235,0.0,0,0.0,0
6348,665,1,0,30,0.0,0.09045254693492044,0.0,824,0.0,0,0.0,1
6072,1972,1,1,30,0.0845835142742873,0.13677128382571518,0.0,912,0.0,0,0.0,1
1243,453,1,2,26,0.04777116359138754,0.04616738618223845,0.0,3024,0.0,0,0.0,1
3504,6198,1,1,13,0.01666974786019161,0.08442598273086833,0.0,468,0.0,0,0.0,1
916,5967,1,0,24,0.0,0.1463536458619332,0.0,136,0.0,0,0.0,1
5552,4108,1,0,24,0.0,0.06258065834810156,0.011834319526627219,2016,0.5097764498869843,2,0.00023912261776339445,1
1543,681,1,0,19,0.0,0.03873362226123558,0.0,4914,0.0,0,0.0,1
767,3390,1,2,22,0.1205901982175428,0.09827740339031261,0.0,216,0.0,0,0.0,0
3011,3390,1,0,21,0.0,0.10068991281425824,0.0,1404,0.0,0,0.0,1
923,6398,1,0,21,0.0,0.05060212901037337,0.0,336,0.0,0,0.0,0
1298,6224,1,2,23,0.1334195574917863,0.20171518675729924,0.125,900,0.2749075777424936,1,0.0002631578947368421,1
417,2322,1,0,17,0.0,0.08001259671775489,0.0,156,0.0,0,0.0,1
2389,4312,1,0,27,0.0,0.12613936176669843,0.0,950,0.0,0,0.0,1
3749,1902,1,1,28,0.20334783736414008,0.25251652612587794,0.0,390,0.0,0,0.0,0
698,1229,1,0,24,0.0,0.08602268790914899,0.0,8645,0.0,0,0.0,1
1088,4051,1,0,25,0.0,0.057411339801512154,0.0,1798,0.0,0,0.0,1
3877,1149,1,2,21,0.03652781173588983,0.1185175952747868,0.0,252,0.0,0,0.0,1
3365,2158,1,1,25,0.09394201303160483,0.19339876161465844,0.0,800,0.0,0,0.0,0
3543,6491,1,0,30,0.0,0.10947276412919767,0.021052631578947368,3196,0.47810463298984907,2,0.00026841191520467835,1
594,4578,1,2,23,0.061235279456754825,0.16318864165257227,0.0,535,0.0,0,0.0,0
6252,6370,1,0,20,0.0,0.07356565974823664,0.0,208,0.0,0,0.0,0
2865,324,1,3,37,0.14236209065634883,0.3701170043391779,0.08771929824561403,1080,1.3423723532234582,5,0.0017710748302306961,1
3324,453,1,1,23,0.035957676481340704,0.0820320071491472,0.0,1512,0.0,0,0.0,1
2184,2529,1,3,26,0.25299692127405393,0.25289805248816105,0.4230769230769231,405,3.994886443194476,11,0.018310839038635136,1
4679,3066,1,1,19,0.10700379269587232,0.10361224014062946,0.03125,210,0.28599966750267436,1,0.000819000819000819,1
448,4037,1,1,22,0.02058535442646557,0.1329405962238294,0.0,585,0.0,0,0.0,1
810,2539,1,0,16,0.0,0.04610474054821029,0.0,1380,0.0,0,0.0,1
4228,846,1,0,25,0.0,0.06738979295509841,0.0,9246,0.0,0,0.0,1
6459,4578,1,1,21,0.16810623762734045,0.10623399317400378,0.0,1284,0.0,0,0.0,0
5968,5565,1,2,18,0.08412921184019792,0.06928471333371032,0.0,3144,0.0,0,0.0,1
3745,664,1,2,32,0.1726785632158657,0.24421475046715854,0.0,16,0.0,0,0.0,1
5801,5805,1,2,19,0.18906020088344572,0.13227915987556,0.0,105,0.0,0,0.0,1
2647,1682,1,3,23,0.10046215763490074,0.09624067425643484,0.0,30,0.0,0,0.0,1
6327,1520,1,0,18,0.11657647598227115,0.1342350406669643,0.0,290,0.0,0,0.0,1
5271,2144,1,0,24,0.3244543035856791,0.13947605237341804,0.0,16,0.0,0,0.0,1
3544,4960,1,0,20,0.0,0.22906841015467738,0.0,171,0.0,0,0.0,1
1198,2098,1,2,20,0.08698192384290772,0.06675617411385473,0.0,805,0.0,0,0.0,0
3682,1482,1,0,23,0.0,0.06000701778116182,0.0,57,0.0,0,0.0,1
5874,3740,1,1,28,0.024569549132569424,0.08594597042023838,0.0,145,0.0,0,0.0,1
698,2650,1,0,23,0.0,0.05728172165999633,0.0,3458,0.0,0,0.0,1
5552,3266,1,0,15,0.0,0.05846957067328279,0.005952380952380952,5040,0.18388845457974975,1,2.1958717610891526e-05,0
2184,7,1,0,20,0.0,0.0628448237658808,0.0,1836,0.0,0,0.0,1
2061,4913,1,1,16,0.05085757625557119,0.041013391374206405,0.0,1254,0.0,0,0.0,1
3790,2068,1,1,13,0.06539906345589963,0.04798503050671199,0.038461538461538464,264,0.23307527170850925,1,0.0003341129301703976,1
159,5565,1,1,17,0.0710561958613041,0.06177156385253659,0.0,4716,0.0,0,0.0,0
87,3646,1,0,18,0.0,0.13160400038376738,0.0,468,0.0,0,0.0,0
3890,2278,1,0,20,0.0,0.06439376366259804,0.0,2108,0.0,0,0.0,1
239,2407,1,1,24,0.02155422118814643,0.17567468599110073,0.0,60,0.0,0,0.0,1
3323,320,1,0,42,0.0,0.1697745828956397,0.0,44,0.0,0,0.0,1
2330,4173,1,0,22,0.0,0.12833378834106945,0.0,112,0.0,0,0.0,0
4431,1071,1,1,25,0.04185193831910089,0.07292837631170385,0.0,200,0.0,0,0.0,0
178,3637,1,2,47,0.3994581394654747,0.24771991781612182,0.0,21,0.0,0,0.0,1
3373,3528,1,1,24,0.02808539541795085,0.08726978991383516,0.0,468,0.0,0,0.0,1
5573,4623,1,2,30,0.050012736695570804,0.16927836823505,0.0,2028,0.0,0,0.0,1
2391,3186,1,1,28,0.19696701090232618,0.18323510041993288,0.3333333333333333,40,0.9049134266109453,2,0.01764705882352941,0
2571,737,1,0,27,0.0,0.09135508865438734,0.0,3,0.0,0,0.0,1
4238,6530,1,0,23,0.0,0.0808210621841017,0.125,143,0.7699885152890075,2,0.006238859180035651,1
2706,3495,1,2,22,0.25254675287700523,0.1287717447042834,0.0,2232,0.0,0,0.0,1
4719,5818,1,0,17,0.0,0.07317334927221164,0.0,108,0.0,0,0.0,1
3920,3225,1,0,15,0.0,0.06627088265181459,0.0,396,0.0,0,0.0,0
2099,4951,1,0,18,0.0,0.05761002252402915,0.0,295,0.0,0,0.0,1
3217,2236,1,4,21,0.3308675811980235,0.1576571720880341,0.13636363636363635,168,0.8782958635044427,3,0.003607809847198642,1
3184,2046,1,0,20,0.0,0.08001871207445092,0.0,400,0.0,0,0.0,1
698,6423,1,0,26,0.0,0.09799205269063248,0.0,3458,0.0,0,0.0,1
1410,4964,1,0,21,0.0,0.1767670249369668,0.0,1632,0.0,0,0.0,0
4143,4979,1,2,28,0.343080802120016,0.21237226689963518,0.0,25,0.0,0,0.0,1
5876,1534,1,0,28,0.0,0.14449895064522994,0.0,200,0.0,0,0.0,1
527,1878,1,0,14,0.0,0.05709140648237112,0.0,441,0.0,0,0.0,1
1789,6104,1,0,22,0.0,0.09372227305180511,0.0,143,0.0,0,0.0,1
666,846,1,0,23,0.0,0.08373119195669423,0.0,2010,0.0,0,0.0,0
1628,3956,1,1,40,0.0721246171301657,0.14903171373809604,0.2857142857142857,77,0.5536264026378921,2,0.0034431874077717655,1
5518,1696,1,1,18,0.0803577775912514,0.109337499995596,0.0,266,0.0,0,0.0,1
4482,3077,1,1,26,0.1897430653218481,0.1621409449499894,0.0,56,0.0,0,0.0,1
2689,8,1,0,20,0.0,0.0770596678085542,0.0,460,0.0,0,0.0,0
2547,4578,1,2,27,0.2125586764553394,0.1338448776025153,0.0,1712,0.0,0,0.0,1
3093,799,1,0,32,0.0,0.2232373839169622,0.0,12,0.0,0,0.0,1
4972,3740,1,3,29,0.31701343932568404,0.13856381437060522,0.0,116,0.0,0,0.0,1
3719,3339,1,1,26,0.08303442973875022,0.1180910153118885,0.0,63,0.0,0,0.0,0
3215,6520,1,1,21,0.03351679308260077,0.06777747662815788,0.0,928,0.0,0,0.0,0
5661,1717,1,0,26,0.0,0.04588131445626082,0.04,288,0.22334705684109696,1,0.0003156565656565657,0
440,3053,1,0,18,0.0,0.12110884054194473,0.0,793,0.0,0,0.0,1
967,470,1,2,31,0.11065104227289896,0.32814241268135563,0.0,42,0.0,0,0.0,1
1579,6465,1,0,19,0.0,0.10302829626448615,0.0,360,0.0,0,0.0,1
1158,3807,1,1,25,0.04198923274727631,0.09399249522859827,0.0,630,0.0,0,0.0,1
5436,5565,1,0,23,0.0,0.08302186839492692,0.0,8253,0.0,0,0.0,0
1713,2426,1,1,27,0.14938178753480646,0.08399770726103965,0.08333333333333333,360,0.3981219837409308,2,0.00044908054061372135,1
4135,3839,1,0,17,0.0,0.07037740741961321,0.0,418,0.0,0,0.0,1
4194,1090,1,2,28,0.2878329094796497,0.1537860449383273,0.0,15,0.0,0,0.0,1
783,4806,1,1,12,0.01469152780605145,0.09299710238820663,0.0,45,0.0,0,0.0,0
6383,2032,1,0,21,0.0,0.13379318501459336,0.0,112,0.0,0,0.0,1
5144,427,1,1,38,0.0,0.06658756104593697,0.0,264,0.0,0,0.0,1
4241,665,1,1,26,0.03099075618220404,0.11034552944603035,0.0,3296,0.0,0,0.0,0
252,254,1,1,11,0.04209804880722039,0.07594704721420706,0.0,3100,0.0,0,0.0,1
4259,5689,1,1,20,0.24977140276824772,0.1077625905172197,0.0,24,0.0,0,0.0,1
2616,2580,1,0,15,0.0,0.09563096021190824,0.0,51,0.0,0,0.0,0
2488,4846,1,2,25,0.5246664970508392,0.09498548524725717,0.0,730,0.0,0,0.0,1
5025,4542,1,1,14,0.08656110215681548,0.11115218506377651,0.0,462,0.0,0,0.0,1
4838,744,1,0,29,0.0,0.06672457207746837,0.0,126,0.0,0,0.0,1
2666,1113,1,0,21,0.0,0.05111048035092423,0.0,60,0.0,0,0.0,0
4828,665,1,1,33,0.07588778233781804,0.13466329095144114,0.0,3502,0.0,0,0.0,1
3150,4904,1,0,27,0.0,0.07889470668158649,0.0,608,0.0,0,0.0,1
6161,3072,1,0,25,0.0,0.12621489601773284,0.0,1950,0.0,0,0.0,1
2042,6434,1,2,18,0.32497378601755933,0.1119964727939672,0.0,533,0.0,0,0.0,0
951,3117,1,3,38,0.2909446849805247,0.16939621653134884,0.0,285,0.0,0,0.0,0
205,962,1,0,19,0.0,0.061955281075718655,0.0,2400,0.0,0,0.0,0
4232,3263,1,1,26,0.03189280133827126,0.13056453362850065,0.2222222222222222,184,0.913294236270681,4,0.0018328078260166545,1
4861,4413,1,1,18,0.038472462513595915,0.06100678769480289,0.0,504,0.0,0,0.0,1
5902,5987,1,2,20,0.36278404230800354,0.3047272809188102,0.0,112,0.0,0,0.0,1
3749,3800,1,1,22,0.05077387559323766,0.08692231075146477,0.0,930,0.0,0,0.0,0
2040,3402,1,0,18,0.0,0.09292215744736362,0.0,1794,0.0,0,0.0,1
1501,2159,1,2,27,0.10124639998778631,0.255696179531601,0.0,88,0.0,0,0.0,1
1191,2539,1,2,21,0.20480993472119086,0.18042191409038932,0.0,1380,0.0,0,0.0,1
6230,5857,1,2,24,0.0957689337476715,0.29228475892002476,0.0,25,0.0,0,0.0,1
2918,4375,1,0,23,0.0,0.19955922995647862,0.0,6,0.0,0,0.0,1
159,5497,1,2,32,0.23358637915517344,0.32171269065254876,0.0,432,0.0,0,0.0,0
3963,5741,1,0,23,0.0,0.07051380115469767,0.0,108,0.0,0,0.0,1
5015,3646,1,1,12,0.05012944717960928,0.045494034336983895,0.0,2756,0.0,0,0.0,0
